drug_claim_name	drug_name	concept_id	drug_claim_source
chembl:CHEMBL4297852	CENEGERMIN	chembl:CHEMBL4297852	ChemblDrugs
Rapamycin	SIROLIMUS	chembl:CHEMBL413	TTD
NANDROLONE	NANDROLONE	chembl:CHEMBL757	TdgClinicalTrial
DB01222	BUDESONIDE	chembl:CHEMBL1370	DrugBank
CAR-T cells targeting GPC3			TTD
Resorcinol compound 25			TTD
Pyrazole derivative 76			TTD
178100760			GuideToPharmacology
TANESPIMYCIN	TANESPIMYCIN	chembl:CHEMBL109480	TdgClinicalTrial
chembl:CHEMBL177126	CHEMBL177126	chembl:CHEMBL177126	ChemblDrugs
ANTHRACYCLINE			NCI
chembl:CHEMBL66	(+)-TAXIFOLIN	chembl:CHEMBL66	ChemblDrugs
GUANIDINONALTRINDOLE	GUANIDINONALTRINDOLE	chembl:CHEMBL485832	DTC
ALFENTANIL	ALFENTANIL	chembl:CHEMBL634	TdgClinicalTrial
DB02308			DrugBank
CID 646303	CHEMBL505807	chembl:CHEMBL505807	DTC
DIDEMNIN B			NCI
Ramipril	RAMIPRIL	chembl:CHEMBL1168	TTD
DB02473	CHEMBL109367	chembl:CHEMBL109367	DrugBank
Aminopyrimidine derivative 10			TTD
374883853			GuideToPharmacology
PHENCYCLIDINE HYDROCHLORIDE	PHENCYCLIDINE HYDROCHLORIDE	chembl:CHEMBL542581	DTC
DB08285	CHEMBL482193	chembl:CHEMBL482193	DrugBank
363894173			GuideToPharmacology
ACETOPHENAZINE	ACETOPHENAZINE	chembl:CHEMBL1085	DTC
risperidone	RISPERIDONE	chembl:CHEMBL85	PharmGKB
CHEMBL220491	BRINZOLAMIDE	chembl:CHEMBL220491	ChemblInteractions
Pyrrolidine carboxamide derivative 2			TTD
PSI-697	PSI-697	chembl:CHEMBL219046	TTD
DB05345			DrugBank
135650792			GuideToPharmacology
Tetrazolyl urea derivative 1			TTD
silibinin	SILIBININ	chembl:CHEMBL1401508	PharmGKB
Alpha-glucosidase	ALGLUCOSIDASE ALFA	chembl:CHEMBL1201824	TTD
chembl:CHEMBL4297930	CYC-065	chembl:CHEMBL4297930	ChemblDrugs
Triflupromazine	TRIFLUPROMAZINE	chembl:CHEMBL570	TTD
CHEMBL1200595	CHLORPHENTERMINE HYDROCHLORIDE	chembl:CHEMBL1200595	ChemblInteractions
135650173	DEXLOXIGLUMIDE	chembl:CHEMBL550781	GuideToPharmacology
chembl:CHEMBL601757	CHEMBL601757	chembl:CHEMBL601757	ChemblDrugs
chembl:CHEMBL612	DEXTROAMPHETAMINE	chembl:CHEMBL612	ChemblDrugs
Tropicamide	TROPICAMIDE	chembl:CHEMBL1200604	TTD
chembl:CHEMBL24	ATENOLOL	chembl:CHEMBL24	ChemblDrugs
DEXAMETHASONE SODIUM PHOSPHATE	DEXAMETHASONE SODIUM PHOSPHATE	chembl:CHEMBL1200637	DTC
chembl:CHEMBL482968	ENMD-2076	chembl:CHEMBL482968	ChemblDrugs
178101020			GuideToPharmacology
Tianeptine	TIANEPTINE	chembl:CHEMBL1289110	TTD
135650005			GuideToPharmacology
chembl:CHEMBL1200597	ETIDOCAINE HYDROCHLORIDE	chembl:CHEMBL1200597	ChemblDrugs
Tricyclic indole compound 7			TTD
chembl:CHEMBL1193948	AMIBEGRON	chembl:CHEMBL1193948	ChemblDrugs
LIK-066	LICOGLIFLOZIN	chembl:CHEMBL4297625	TTD
VASCULAR ENDOTHELIAL GROWTH FACTOR			NCI
chembl:CHEMBL922	ADEFOVIR DIPIVOXIL	chembl:CHEMBL922	ChemblDrugs
Bicyclic heteroaryl benzamide derivative 8			TTD
chembl:CHEMBL1097185	AKNADILACTAM	chembl:CHEMBL1097185	ChemblDrugs
135650484			GuideToPharmacology
DEBIO-9902 SR			TdgClinicalTrial
CHEMBL3545361	ROGARATINIB	chembl:CHEMBL3963485	ChemblInteractions
178102406			GuideToPharmacology
chembl:CHEMBL517637	CIRSIMARIN	chembl:CHEMBL517637	ChemblDrugs
178100931			GuideToPharmacology
135651545	PHOSPHATIDYL SERINE	chembl:CHEMBL4297669	GuideToPharmacology
chembl:CHEMBL93233	CINROMIDE	chembl:CHEMBL93233	ChemblDrugs
chembl:CHEMBL290106	BITHIONOL	chembl:CHEMBL290106	ChemblDrugs
DB00022			DrugBank
chembl:CHEMBL1201237	LEVOBUNOLOL	chembl:CHEMBL1201237	ChemblDrugs
135651892			GuideToPharmacology
DB14639	BOLDENONE UNDECYLENATE	chembl:CHEMBL2106059	DrugBank
T-817MA	T-817 MALEATE	chembl:CHEMBL4297438	TTD
DB11081	ALUMINUM CHLORIDE	chembl:CHEMBL3833401	DrugBank
CHEMBL225411	GW842166X	chembl:CHEMBL225411	ChemblInteractions
ALFAXALONE	ALFAXALONE	chembl:CHEMBL190279	DTC
chembl:CHEMBL3137346	PEGARGIMINASE	chembl:CHEMBL3137346	ChemblDrugs
Bimakalim	BIMAKALIM	chembl:CHEMBL12552	TTD
DB01229	PACLITAXEL	chembl:CHEMBL428647	DrugBank
DB00205	PYRIMETHAMINE	chembl:CHEMBL36	DrugBank
Melatonin	MELATONIN	chembl:CHEMBL45	TTD
SJ000147784	CHEMBL590186	chembl:CHEMBL590186	DTC
DB07056	CHEMBL495597	chembl:CHEMBL495597	DrugBank
chembl:CHEMBL1201505	FIBRINOLYSIN, HUMAN	chembl:CHEMBL1201505	ChemblDrugs
CHEMBL3707320	ALECTINIB HYDROCHLORIDE	chembl:CHEMBL3707320	ChemblInteractions
Mitomycin A			TTD
chembl:CHEMBL39763	TRITON X	chembl:CHEMBL39763	ChemblDrugs
178102864			GuideToPharmacology
178102579			GuideToPharmacology
CHEMBL1615835	MUPARFOSTAT	chembl:CHEMBL4297163	ChemblInteractions
223366192	RELACATIB	chembl:CHEMBL203665	GuideToPharmacology
chembl:CHEMBL1201486	QUINIDINE POLYGALACTURONATE	chembl:CHEMBL1201486	ChemblDrugs
INDOXACARB	INDOXACARB	chembl:CHEMBL197676	DTC
135650172	DEXETIMIDE	chembl:CHEMBL1908364	GuideToPharmacology
BTD-001			TTD
chembl:CHEMBL60254	BALANOL	chembl:CHEMBL60254	ChemblDrugs
RIFAMYCIN SODIUM	RIFAMYCIN SODIUM	chembl:CHEMBL2105680	DTC
chembl:CHEMBL197603	CHEMBL197603	chembl:CHEMBL197603	ChemblDrugs
chembl:CHEMBL510300	CHEMBL510300	chembl:CHEMBL510300	ChemblDrugs
MEPROBAMATE	MEPROBAMATE	chembl:CHEMBL979	TEND
PMID26394986-Compound-57			TTD
PMID25666693-Compound-83			TTD
CHEMBL15770	SULINDAC	chembl:CHEMBL15770	ChemblInteractions
STAUROSPORINE AGLYCON	STAUROSPORINE AGLYCON	chembl:CHEMBL268368	DTC
chembl:CHEMBL1743031	INDATUXIMAB RAVTANSINE	chembl:CHEMBL1743031	ChemblDrugs
Fulvestrant	FULVESTRANT	chembl:CHEMBL1358	CGI
DIHYDROERGOTAMINE	DIHYDROERGOTAMINE	chembl:CHEMBL1732	TEND
chembl:CHEMBL171637	PHYSODIC ACID	chembl:CHEMBL171637	ChemblDrugs
SJCAR19			TTD
chembl:CHEMBL404627	EUPAROTIN ACETATE	chembl:CHEMBL404627	ChemblDrugs
chembl:CHEMBL21241	GW7647	chembl:CHEMBL21241	ChemblDrugs
DB12872			DrugBank
chembl:CHEMBL275798	CHEMBL275798	chembl:CHEMBL275798	ChemblDrugs
Adipiplon	ADIPIPLON	chembl:CHEMBL2103791	TTD
chembl:CHEMBL353846	ADIPHENINE	chembl:CHEMBL353846	ChemblDrugs
chembl:CHEMBL117520	CHEMBL117520	chembl:CHEMBL117520	ChemblDrugs
PMID28074661-Compound-US20120264760C88			TTD
CHEMBL1200564			ChemblInteractions
chembl:CHEMBL1389794	CHEMBL1389794	chembl:CHEMBL1389794	ChemblDrugs
252166820			GuideToPharmacology
Bococizumab	BOCOCIZUMAB	chembl:CHEMBL3137349	TTD
178101930			GuideToPharmacology
DB01023	FELODIPINE	chembl:CHEMBL1480	DrugBank
chembl:CHEMBL518800	CHEMBL518800	chembl:CHEMBL518800	ChemblDrugs
trihexyphenidyl	TRIHEXYPHENIDYL	chembl:CHEMBL1490	PharmGKB
DB12960	INCB-9471	chembl:CHEMBL1688243	DrugBank
chembl:CHEMBL6437	MIANSERIN	chembl:CHEMBL6437	ChemblDrugs
chembl:CHEMBL454580	GARCINONE E	chembl:CHEMBL454580	ChemblDrugs
Baminercept	BAMINERCEPT	chembl:CHEMBL1742988	TTD
Pyridoindole derivative 2			TTD
Pindolol	PINDOLOL	chembl:CHEMBL500	TTD
chembl:CHEMBL12	DIAZEPAM	chembl:CHEMBL12	ChemblDrugs
QAX-576	QAX-576	chembl:CHEMBL2109465	TTD
DB05407			DrugBank
ALO-02 Oxycodone- naltrexone core			TTD
249565780			GuideToPharmacology
Pyrimidinone derivative 4			TTD
PERILLYL ALCOHOL			NCI
DB02035	HEXADECANESULFONYL FLUORIDE	chembl:CHEMBL94809	DrugBank
chembl:CHEMBL3127326	OMBITASVIR	chembl:CHEMBL3127326	ChemblDrugs
NIMODIPINE	NIMODIPINE	chembl:CHEMBL1428	TEND
Peptide analog 5			TTD
SB-265610			TTD
chembl:CHEMBL470375	HURATOXIN	chembl:CHEMBL470375	ChemblDrugs
SIROLIMUS	SIROLIMUS	chembl:CHEMBL413	DoCM
135650596	METHYSERGIDE	chembl:CHEMBL485253	GuideToPharmacology
Biaryl compound 2			TTD
Pyrazole derivative 59			TTD
pertuzumab	PERTUZUMAB	chembl:CHEMBL2007641	PharmGKB
DB05265	ECABET	chembl:CHEMBL2104585	DrugBank
Olaparib	OLAPARIB	chembl:CHEMBL521686	OncoKB
PF-04995274	PF-04995274	chembl:CHEMBL2152922	TTD
178100302			GuideToPharmacology
Phenylate derivative 2			TTD
DB03425			DrugBank
MEMANTINE	MEMANTINE	chembl:CHEMBL807	TEND
223366032	VISTUSERTIB	chembl:CHEMBL2336325	GuideToPharmacology
135652150	EXENATIDE	chembl:CHEMBL414357	GuideToPharmacology
PIFITHRIN-ALPHA	CHEMBL198759	chembl:CHEMBL198759	DTC
PMID27744724-Compound-6			TTD
PMID29130358-Compound-Figure17(13)			TTD
VASOACTIVE INTESTINAL PEPTIDE			TdgClinicalTrial
DB03712	CHEMBL432359	chembl:CHEMBL432359	DrugBank
178100778	AMBRISENTAN	chembl:CHEMBL1111	GuideToPharmacology
135651293			GuideToPharmacology
PMID25399762-Compound-Table 6-11			TTD
DB05459	BRIAKINUMAB	chembl:CHEMBL1742995	DrugBank
chembl:CHEMBL2104574	ECRAPROST	chembl:CHEMBL2104574	ChemblDrugs
135650986			GuideToPharmacology
Thiomorpholine derivative 1			TTD
chembl:CHEMBL93655	CHEMBL93655	chembl:CHEMBL93655	ChemblDrugs
DB12518	RACLOPRIDE	chembl:CHEMBL8809	DrugBank
CI-959			TTD
STX107	STX107	chembl:CHEMBL3545037	TdgClinicalTrial
HYDROXYZINE PAMOATE	HYDROXYZINE PAMOATE	chembl:CHEMBL1200467	DTC
178103326			GuideToPharmacology
BIFEMELANE	BIFEMELANE	chembl:CHEMBL1192517	DTC
PHENYLBUTYRYLHYDROXAMIC ACID	PHENYLBUTYRYLHYDROXAMIC ACID	chembl:CHEMBL55895	DTC
chembl:CHEMBL1256180	5-(N-METHYL-N-ISOBUTYL)AMILORIDE	chembl:CHEMBL1256180	ChemblDrugs
348353640			GuideToPharmacology
DB00402	ESZOPICLONE	chembl:CHEMBL1522	DrugBank
CHEMBL2048028	LIFITEGRAST	chembl:CHEMBL2048028	ChemblInteractions
Aryl piperazine derivative 16			TTD
chembl:CHEMBL206253	NETUPITANT	chembl:CHEMBL206253	ChemblDrugs
chembl:CHEMBL219557	CHEMBL219557	chembl:CHEMBL219557	ChemblDrugs
GW581744X	GW581744X	chembl:CHEMBL1909404	DTC
chembl:CHEMBL425166	JASPAQUINOL	chembl:CHEMBL425166	ChemblDrugs
chembl:CHEMBL532	ERYTHROMYCIN	chembl:CHEMBL532	ChemblDrugs
chembl:CHEMBL518631	RAWSONOL	chembl:CHEMBL518631	ChemblDrugs
2,3,4,6-TETRACHLORO-PHENOL	CHEMBL320361	chembl:CHEMBL320361	DTC
THIOGUANINE	THIOGUANINE	chembl:CHEMBL727	NCI
CHEMBL3559672	RAUWOLFIA SERPENTINA	chembl:CHEMBL3559672	ChemblInteractions
chembl:CHEMBL2019090	S-777469	chembl:CHEMBL2019090	ChemblDrugs
TRIAMCINOLONE	TRIAMCINOLONE	chembl:CHEMBL1451	TdgClinicalTrial
chembl:CHEMBL4297887	GSK-2586881	chembl:CHEMBL4297887	ChemblDrugs
AFP464	AFP-464	chembl:CHEMBL4297875	TTD
Vatelizumab	VATELIZUMAB	chembl:CHEMBL1743086	TTD
chembl:CHEMBL487465	DEFERITAZOLE	chembl:CHEMBL487465	ChemblDrugs
CHEMBL2108429	MEPOLIZUMAB	chembl:CHEMBL2108429	ChemblInteractions
DB06479	PROPENTOFYLLINE	chembl:CHEMBL1079905	DrugBank
Urea and carbamate bioisostere derivative 7			TTD
135650500			GuideToPharmacology
chembl:CHEMBL600778	CHEMBL600778	chembl:CHEMBL600778	ChemblDrugs
Reteplase	RETEPLASE	chembl:CHEMBL2107885	TTD
135649712			GuideToPharmacology
chembl:CHEMBL3301587	DURVALUMAB	chembl:CHEMBL3301587	ChemblDrugs
RON mab			TTD
TANESPIMYCIN	TANESPIMYCIN	chembl:CHEMBL109480	TALC
chembl:CHEMBL585444	CHEMBL585444	chembl:CHEMBL585444	ChemblDrugs
Pyrrolidinyl urea derivative 1			TTD
RG7888			TTD
ETAZOLATE	ETAZOLATE	chembl:CHEMBL356388	DTC
Adefovir	ADEFOVIR	chembl:CHEMBL484	TTD
135649947	APAFANT	chembl:CHEMBL280164	GuideToPharmacology
GAMMA-PROPARGYLAMINO-ATP	CHEMBL557670	chembl:CHEMBL557670	DTC
TAMIBAROTENE	TAMIBAROTENE	chembl:CHEMBL25202	TdgClinicalTrial
328083501			GuideToPharmacology
DB02401			DrugBank
178100649			GuideToPharmacology
pyridoxal phosphate			PharmGKB
LY2181308	GATAPARSEN	wikidata:Q6460439	TdgClinicalTrial
Pyridine and pyrimidine derivative 1			TTD
COSYNTROPIN	COSYNTROPIN	chembl:CHEMBL2103784	TEND
SJ000018309	CHEMBL591363	chembl:CHEMBL591363	DTC
CARDAMOMIN	CARDAMOMIN	chembl:CHEMBL378104	DTC
CHEMBL1201562	INTERFERON BETA-1A	chembl:CHEMBL1201562	ChemblInteractions
chembl:CHEMBL50378	EHNA	chembl:CHEMBL50378	ChemblDrugs
AZD2624			TTD
178101780			GuideToPharmacology
PEMETREXED	PEMETREXED	chembl:CHEMBL225072	ClearityFoundationClinicalTrial
PROPIONYLPROMAZINE HYDROCHLORIDE	PROPIONYLPROMAZINE HYDROCHLORIDE	chembl:CHEMBL1256661	DTC
Ureido-phenyl-substituted triazine derivative 2			TTD
CHEMBL1231160	PEVONEDISTAT	chembl:CHEMBL1231160	ChemblInteractions
252166573	ELOTUZUMAB	chembl:CHEMBL1743010	GuideToPharmacology
chembl:CHEMBL1191	SULFAMETHIZOLE	chembl:CHEMBL1191	ChemblDrugs
AMG 334			TTD
TPI ASM8			TTD
FIPRONIL	FIPRONIL	chembl:CHEMBL101326	DTC
LASALOCID A SODIUM	LASALOCID A SODIUM	chembl:CHEMBL1489769	DTC
Benzanilide compound 1			TTD
Mirabegron	MIRABEGRON	chembl:CHEMBL2095212	TTD
PMID28447479-Compound-24			TTD
BUTORPHANOL	BUTORPHANOL	chembl:CHEMBL33986	TdgClinicalTrial
Bicyclic heteroaryl benzamide derivative 9			TTD
Pembrolizumab	PEMBROLIZUMAB	chembl:CHEMBL3137343	OncoKB
Abacavir	ABACAVIR	chembl:CHEMBL1380	TTD
PMID28350212-Compound-35			TTD
Enavatuzumab	ENAVATUZUMAB	chembl:CHEMBL1743011	TTD
252166766			GuideToPharmacology
CHEMBL3545282	KC-706	chembl:CHEMBL3545282	ChemblInteractions
luspatercept-aamt			PharmGKB
135652089			GuideToPharmacology
chembl:CHEMBL1235116	CHEMBL1235116	chembl:CHEMBL1235116	ChemblDrugs
CHEMBL1096146	PONESIMOD	chembl:CHEMBL1096146	ChemblInteractions
DB04856	DEXLOXIGLUMIDE	chembl:CHEMBL550781	DrugBank
CEP-37440	CEP-37440	chembl:CHEMBL3545051	TTD
chembl:CHEMBL1451434	2',BETA-DIHYDROXYCHALCONE	chembl:CHEMBL1451434	ChemblDrugs
chembl:CHEMBL2109393	RG-7160	chembl:CHEMBL2109393	ChemblDrugs
R101933			NCI
NSC-19029	CHEMBL483835	chembl:CHEMBL483835	DTC
CHEMBL806	FLUTAMIDE	chembl:CHEMBL806	ChemblInteractions
DB06203	ALOGLIPTIN	chembl:CHEMBL376359	DrugBank
CHEMBL2040682	CICLESONIDE	chembl:CHEMBL2040682	ChemblInteractions
2,5-DINITRO-PHENOL	CHEMBL107513	chembl:CHEMBL107513	DTC
135650525	LISURIDE	chembl:CHEMBL157138	GuideToPharmacology
DB02930	ATPGAMMAS	chembl:CHEMBL131890	DrugBank
Abituzumab	ABITUZUMAB	chembl:CHEMBL2109621	TTD
chembl:CHEMBL123978	CHEMBL123978	chembl:CHEMBL123978	ChemblDrugs
DB00678	LOSARTAN	chembl:CHEMBL191	DrugBank
DB07072	CHEMBL233360	chembl:CHEMBL233360	DrugBank
TCMDC-123852	CHEMBL547656	chembl:CHEMBL547656	DTC
DB02039			DrugBank
chembl:CHEMBL1743058	PONEZUMAB	chembl:CHEMBL1743058	ChemblDrugs
chembl:CHEMBL13470	SNC-80	chembl:CHEMBL13470	ChemblDrugs
chembl:CHEMBL73930	TANGERETIN	chembl:CHEMBL73930	ChemblDrugs
PMID25980951-Compound-41			TTD
178102307	ALVOCIDIB	chembl:CHEMBL428690	GuideToPharmacology
249565609			GuideToPharmacology
US9156852, 1			TTD
DB07537	CHEMBL487431	chembl:CHEMBL487431	DrugBank
Macrocyclic peptide analog 3			TTD
BETANECHOL			TdgClinicalTrial
chembl:CHEMBL2108703	LIPROTAMASE	chembl:CHEMBL2108703	ChemblDrugs
SGN LIV1A			TTD
STEEL FACTOR			NCI
chembl:CHEMBL151872	CHEMBL151872	chembl:CHEMBL151872	ChemblDrugs
VX-150			TTD
AVE-0657			TTD
chembl:CHEMBL3707383	MONGERSEN SODIUM	chembl:CHEMBL3707383	ChemblDrugs
Olsalazine	OLSALAZINE	chembl:CHEMBL425	TTD
328083445			GuideToPharmacology
ENZALUTAMIDE	ENZALUTAMIDE	chembl:CHEMBL1082407	CancerCommons
chembl:CHEMBL387771	CHEMBL387771	chembl:CHEMBL387771	ChemblDrugs
chembl:CHEMBL361237	GW785804X	chembl:CHEMBL361237	ChemblDrugs
chembl:CHEMBL373872	BEAUVERICIN	chembl:CHEMBL373872	ChemblDrugs
Steroid derivative 1			TTD
PMID25980951-Compound-27			TTD
SR-31747			TTD
DB01339	VECURONIUM	chembl:CHEMBL1201219	DrugBank
chembl:CHEMBL266510	FLINDOKALNER	chembl:CHEMBL266510	ChemblDrugs
NSC-111847	CHEMBL1984884	chembl:CHEMBL1984884	DTC
TOSITUMOMAB	TOSITUMOMAB	chembl:CHEMBL1201604	TdgClinicalTrial
Hexahydro naphthalene derivative 2			TTD
MK-1496	MK-1496	chembl:CHEMBL3545077	TTD
Thiazole carboxamide derivative 7			TTD
chembl:CHEMBL1905223	GAMMA-CYHALOTHRIN	chembl:CHEMBL1905223	ChemblDrugs
chembl:CHEMBL3545145	WX-554	chembl:CHEMBL3545145	ChemblDrugs
DB02084			DrugBank
DIMETHYLPHENYLPIPERAZINIUM	DIMETHYLPHENYLPIPERAZINIUM	chembl:CHEMBL134752	DTC
354702234			GuideToPharmacology
LACTULOSE	LACTULOSE	chembl:CHEMBL296306	NCI
chembl:CHEMBL504559	CHEMBL504559	chembl:CHEMBL504559	ChemblDrugs
PMID25980951-Compound-29			TTD
CHEMBL3545352	P-1037	chembl:CHEMBL3545352	ChemblInteractions
FLUPENTHIXOL	E-FLUPENTIXOL	chembl:CHEMBL42055	TdgClinicalTrial
178101297			GuideToPharmacology
PREGNENOLONE CARBONITRILE	PREGNENOLONE CARBONITRILE 	chembl:CHEMBL1400945	DTC
chembl:CHEMBL11252	STALLIMYCIN	chembl:CHEMBL11252	ChemblDrugs
chembl:CHEMBL31574	FISETIN	chembl:CHEMBL31574	ChemblDrugs
chembl:CHEMBL1527	CHEMBL1527	chembl:CHEMBL1527	ChemblDrugs
DB04246			DrugBank
Ondansetron	ONDANSETRON	chembl:CHEMBL46	FDA
Phenformin	PHENFORMIN	chembl:CHEMBL170988	CGI
VITAXIN	ETARACIZUMAB	chembl:CHEMBL1743014	TALC
Dibucaine	DIBUCAINE	chembl:CHEMBL1086	TTD
DB04369			DrugBank
CHEMBL1324	TOLCAPONE	chembl:CHEMBL1324	ChemblInteractions
chembl:CHEMBL334966	CANGRELOR	chembl:CHEMBL334966	ChemblDrugs
DB03176	CHEMBL41036	chembl:CHEMBL41036	DrugBank
chembl:CHEMBL2105719	DACOMITINIB	chembl:CHEMBL2105719	ChemblDrugs
249565897			GuideToPharmacology
178103148			GuideToPharmacology
chembl:CHEMBL1209651	TETRAMETHYLAMMONIUM	chembl:CHEMBL1209651	ChemblDrugs
DB08296			DrugBank
Benzothiazine-carboxamide compound 2			TTD
178102733			GuideToPharmacology
PMID27977313-Compound-19			TTD
CHEMBL298734	LONAFARNIB	chembl:CHEMBL298734	ChemblInteractions
53801022			GuideToPharmacology
CHEMBL1201891	DEFLAZACORT	chembl:CHEMBL1201891	ChemblInteractions
3-[(4-ACETYLPHENYL)AMINO]BENZOIC ACID	CHEMBL1682201	chembl:CHEMBL1682201	DTC
178101545			GuideToPharmacology
DB07026			DrugBank
chembl:CHEMBL48166	HOMIDIUM	chembl:CHEMBL48166	ChemblDrugs
chembl:CHEMBL86931	CHEMBL86931	chembl:CHEMBL86931	ChemblDrugs
BROMODEOXYURIDINE			NCI
RHENIUM-186 HYDROXYETHYLIDENE DIPHOSPHONATE			NCI
PMID28092474-Compound-33h			TTD
PSORALEN	PSORALEN	chembl:CHEMBL164660	NCI
chembl:CHEMBL1200765	SIBUTRAMINE HYDROCHLORIDE	chembl:CHEMBL1200765	ChemblDrugs
chembl:CHEMBL117869	CHEMBL117869	chembl:CHEMBL117869	ChemblDrugs
JNK INHIBITOR VIII	CHEMBL210618	chembl:CHEMBL210618	DTC
NSC-343227	CHEMBL1329326	chembl:CHEMBL1329326	DTC
135650650			GuideToPharmacology
CH-5132799	PA-799	chembl:CHEMBL1684984	TTD
chembl:CHEMBL2442750	QAV680	chembl:CHEMBL2442750	ChemblDrugs
DS-8500			TTD
O-desulfated heparin			TTD
chembl:CHEMBL1095014	AESCULIOSIDE IIC	chembl:CHEMBL1095014	ChemblDrugs
PMID28870136-Compound-55			TTD
249565867			GuideToPharmacology
178100870			GuideToPharmacology
chembl:CHEMBL134	CLONIDINE	chembl:CHEMBL134	ChemblDrugs
PMID29649907-Compound-33			TTD
354702242	SURUFATINIB	chembl:CHEMBL4297190	GuideToPharmacology
chembl:CHEMBL4297626	NIDUFEXOR	chembl:CHEMBL4297626	ChemblDrugs
Quinoline and quinazoline derivative 3			TTD
4-HYDROXY-TAMOXIFEN			NCI
Triclosan	TRICLOSAN	chembl:CHEMBL849	TTD
DB00528	LERCANIDIPINE	chembl:CHEMBL250270	DrugBank
Biaryl mannoside derivative 2			TTD
CHEMBL29741	IRAMPANEL	chembl:CHEMBL29741	ChemblInteractions
178102610			GuideToPharmacology
chembl:CHEMBL195008	NECROSTATIN	chembl:CHEMBL195008	ChemblDrugs
Peptide analog 17			TTD
LOBAPLATIN	LOBAPLATIN	chembl:CHEMBL2068623	NCI
CITRONELLOL	CITRONELLOL	chembl:CHEMBL395827	DTC
chembl:CHEMBL516841	CHEMBL516841	chembl:CHEMBL516841	ChemblDrugs
TETRAHYDROCANNABINOL	DRONABINOL	chembl:CHEMBL465	NCI
chembl:CHEMBL396609	MACROCARPAL A	chembl:CHEMBL396609	ChemblDrugs
135652414			GuideToPharmacology
chembl:CHEMBL554041	ALEXIDINE DIHYDROCHLORIDE	chembl:CHEMBL554041	ChemblDrugs
381118816			GuideToPharmacology
DB03020	CHEMBL1231859	chembl:CHEMBL1231859	DrugBank
Mivacurium	MIVACURIUM	chembl:CHEMBL1182833	FDA
chembl:CHEMBL1200542	DESOXYCORTICOSTERONE ACETATE	chembl:CHEMBL1200542	ChemblDrugs
Flibanserin	FLIBANSERIN	chembl:CHEMBL231068	TTD
chembl:CHEMBL12610	BENZYDAMINE	chembl:CHEMBL12610	ChemblDrugs
178103129			GuideToPharmacology
chembl:CHEMBL1230662	CHEMBL1230662	chembl:CHEMBL1230662	ChemblDrugs
chembl:CHEMBL264950	CHEMBL264950	chembl:CHEMBL264950	ChemblDrugs
chembl:CHEMBL1605835	FLOPROPIONE	chembl:CHEMBL1605835	ChemblDrugs
IMMUNOTOXIN			NCI
chembl:CHEMBL170365	ACETALDEHYDE	chembl:CHEMBL170365	ChemblDrugs
381744921			GuideToPharmacology
Prosaptide TX14(A)			TTD
PMID25666693-Compound-131			TTD
DB00521	CARTEOLOL	chembl:CHEMBL839	DrugBank
chembl:CHEMBL2106218	EPOSTANE	chembl:CHEMBL2106218	ChemblDrugs
CHEMBL1018	DIENESTROL	chembl:CHEMBL1018	ChemblInteractions
chembl:CHEMBL225257	CHEMBL225257	chembl:CHEMBL225257	ChemblDrugs
Esterified estrogens			TTD
chembl:CHEMBL105310	2',4'-DIHYDROXYCHALCONE	chembl:CHEMBL105310	ChemblDrugs
DB01269	PANITUMUMAB	chembl:CHEMBL1201827	DrugBank
OBLIMERSON			TALC
chembl:CHEMBL244888	NIFUROXAZIDE	chembl:CHEMBL244888	ChemblDrugs
CHEMBL1200335	TESTOSTERONE ENANTHATE	chembl:CHEMBL1200335	ChemblInteractions
SAREDUTANT	SAREDUTANT	chembl:CHEMBL308148	TdgClinicalTrial
SRT2379			TTD
ISIS-SGLT2RX			TdgClinicalTrial
chembl:CHEMBL450449	TRABECTEDIN	chembl:CHEMBL450449	ChemblDrugs
Six-membered heterocyclic benzamide derivative 4			TTD
DB01056	TOCAINIDE	chembl:CHEMBL1762	DrugBank
ethosuximide	ETHOSUXIMIDE	chembl:CHEMBL696	PharmGKB
DB00820	TADALAFIL	chembl:CHEMBL779	DrugBank
chembl:CHEMBL137498	CHEMBL137498	chembl:CHEMBL137498	ChemblDrugs
Tedatioxetine	TEDATIOXETINE	chembl:CHEMBL2104986	TTD
DB08683	CHEMBL289422	chembl:CHEMBL289422	DrugBank
SIB-1893	CHEMBL88612	chembl:CHEMBL88612	DTC
chembl:CHEMBL258844	CHEMBL258844	chembl:CHEMBL258844	ChemblDrugs
chembl:CHEMBL1201753	PITAVASTATIN	chembl:CHEMBL1201753	ChemblDrugs
AV608			TdgClinicalTrial
chembl:CHEMBL1201572	ETANERCEPT	chembl:CHEMBL1201572	ChemblDrugs
178100643			GuideToPharmacology
Mycophenolic acid/nucleotide derivative 12			TTD
SNC-80	SNC-80	chembl:CHEMBL13470	DTC
381744982			GuideToPharmacology
CIRSIMARITIN	CIRSIMARITIN	chembl:CHEMBL348436	DTC
Desipramine	DESIPRAMINE	chembl:CHEMBL72	TTD
BILE SALT STIMULATED LIPASE			TdgClinicalTrial
Ampicidin analog 2			TTD
(+)-JQ1			TTD
chembl:CHEMBL2303614	CHONDROITIN SULFATE	chembl:CHEMBL2303614	ChemblDrugs
DB02535			DrugBank
(R)-PROCYCLIDINE	(R)-PROCYCLIDINE	chembl:CHEMBL400598	DTC
chembl:CHEMBL1186894	AMRUBICIN	chembl:CHEMBL1186894	ChemblDrugs
